id,headshot,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCountry,firstName.default,lastName.default,birthCity.default,birthStateProvince.default,birthCity.cs,birthCity.de,birthCity.fi,birthCity.fr,birthCity.sk,birthCity.sv,lastName.cs,lastName.sk,headingPosition,fullName,season,team_abbr,lastName.sv,firstName.cs,firstName.sk,lastName.de,lastName.es,lastName.fi,firstName.fi,lastName.fr,firstName.de,firstName.es,firstName.sv,firstName.fr,fullName.1,fullName.2,fullName.3,fullName.4,fullName.5,fullName.6
8479973,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479973.png,74.0,G,L,76,230,193,104,1998-11-01,CAN,Stuart,Skinner,Edmonton,AB,,,,,,,,,G,STUART SKINNER,20242025,EDM,,,,,,,,,,,,,,,,,,
8482496,https://assets.nhle.com/mugs/nhl/20242025/VAN/8482496.png,88.0,C,L,74,179,188,81,2000-02-07,SWE,Nils,Aman,Avesta,,,,,,,,,,F,NILS AMAN,20242025,VAN,Åman,,,,,Åman,,,,,,,,,,,,
8476927,https://assets.nhle.com/mugs/nhl/20242025/VAN/8476927.png,53.0,C,L,72,185,183,84,1994-08-15,LVA,Teddy,Blueger,Riga,,,,Riika,,,,Blugers,Blugers,F,TEDDY BLUEGER,20242025,VAN,,Theodors,Theodors,,,,,,,,,,THEODORS BLUEGER,,,,THEODORS BLUEGER,
8478444,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478444.png,6.0,R,R,73,208,185,94,1997-02-25,USA,Brock,Boeser,Burnsville,MN,,,,,,,,,F,BROCK BOESER,20242025,VAN,,,,,,,,,,,,,,,,,,
8480078,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480078.png,72.0,C,L,74,210,188,95,1999-09-05,CZE,Filip,Chytil,Kromeriz,,Kroměříž,,,,Kroměříž,,,,F,FILIP CHYTIL,20242025,VAN,,,,,,,,,,,,,,,,,,
8478498,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478498.png,74.0,L,L,73,198,185,90,1996-10-17,CAN,Jake,DeBrusk,Edmonton,AB,,,,,,,,,F,JAKE DEBRUSK,20242025,VAN,,,,,,,,,,,,,,,,,,
8478856,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478856.png,8.0,R,R,70,165,178,75,1996-03-11,USA,Conor,Garland,Scituate,MA,,,,,,,,,F,CONOR GARLAND,20242025,VAN,,,,,,,,,,,,,,,,,,
8481535,https://assets.nhle.com/mugs/nhl/20242025/VAN/8481535.png,21.0,L,L,69,185,175,84,2000-12-20,SWE,Nils,Hoglander,Bockträsk,,,,,,,,Höglander,Höglander,F,NILS HOGLANDER,20242025,VAN,Höglander,,,,,Höglander,,,,,,,,,,,,
8478057,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478057.png,81.0,C,L,75,206,191,93,1996-05-15,USA,Dakota,Joshua,Dearborn,MI,,,,,,,,,F,DAKOTA JOSHUA,20242025,VAN,,,,,,,,,,,,,,,,,,
8483476,https://assets.nhle.com/mugs/nhl/20242025/VAN/8483476.png,23.0,R,R,71,172,180,78,2004-07-24,SWE,Jonathan,Lekkerimaki,Tullinge,,,,,,,,Lekkerimäki,Lekkerimäki,F,JONATHAN LEKKERIMAKI,20242025,VAN,Lekkerimäki,,,,,Lekkerimäki,,,,,,,,,,,,
8482055,https://assets.nhle.com/mugs/nhl/20242025/VAN/8482055.png,18.0,L,L,76,209,193,95,1998-06-09,USA,Drew,O'Connor,Chatham,NJ,,,,,,,,,F,DREW O'CONNOR,20242025,VAN,,,,,,,,,,,,,,,,,,
8480012,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480012.png,40.0,C,L,74,176,188,80,1998-11-12,SWE,Elias,Pettersson,Sundsvall,,,,,,,,,,F,ELIAS PETTERSSON,20242025,VAN,,,,,,,,,,,,,,,,,,
8480748,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480748.png,44.0,L,R,72,194,183,88,1995-03-31,USA,Kiefer,Sherwood,Columbus,OH,,,,,,,,,F,KIEFER SHERWOOD,20242025,VAN,,,,,,,,,,,,,,,,,,
8480459,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480459.png,24.0,C,L,71,179,180,81,1996-05-24,CHE,Pius,Suter,Zurich,,,,,,,,,,F,PIUS SUTER,20242025,VAN,,,,,,,,,,,,,,,,,,
8475762,https://assets.nhle.com/mugs/nhl/20242025/VAN/8475762.png,27.0,D,L,76,216,193,98,1992-03-04,USA,Derek,Forbort,Duluth,MN,,,,,,,,,D,DEREK FORBORT,20242025,VAN,,,,,,,,,,,,,,,,,,
8479425,https://assets.nhle.com/mugs/nhl/20242025/VAN/8479425.png,17.0,D,R,72,190,183,86,1997-11-02,CZE,Filip,Hronek,Hradec Kralove,,Hradec Králové,,Hradec Králové,,Hradec Králové,,,,D,FILIP HRONEK,20242025,VAN,,,,,,,,,,,,,,,,,,
8480800,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480800.png,43.0,D,L,70,180,178,82,1999-10-14,USA,Quinn,Hughes,Orlando,FL,,,,,,,,,D,QUINN HUGHES,20242025,VAN,,,,,,,,,,,,,,,,,,
8478454,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478454.png,47.0,D,R,74,201,188,91,1997-04-02,CAN,Noah,Juulsen,Surrey,BC,,,,,,,,,D,NOAH JUULSEN,20242025,VAN,,,,,,,,,,,,,,,,,,
8483768,https://assets.nhle.com/mugs/nhl/20242025/VAN/8483768.png,90.0,D,R,75,229,191,104,2002-05-26,USA,Victor,Mancini,Hancock,MI,,,,,,,,,D,VICTOR MANCINI,20242025,VAN,,,,,,,,,,,,,,,,,,
8474574,https://assets.nhle.com/mugs/nhl/20242025/VAN/8474574.png,57.0,D,R,80,229,203,104,1990-02-01,USA,Tyler,Myers,Houston,TX,,,,,,,,,D,TYLER MYERS,20242025,VAN,,,,,,,,,,,,,,,,,,
8483678,https://assets.nhle.com/mugs/nhl/20242025/VAN/8483678.png,25.0,D,L,74,185,188,84,2004-02-16,SWE,Elias,Pettersson,Vasteras,,Västeras,,Västerås,,Västeras,Västerås,,,D,ELIAS PETTERSSON,20242025,VAN,,,,,,,,,,,,,,,,,,
8477969,https://assets.nhle.com/mugs/nhl/20242025/VAN/8477969.png,29.0,D,L,77,174,196,79,1996-05-08,SWE,Marcus,Pettersson,Skelleftea,,,,Skellefteå,,,Skellefteå,,,D,MARCUS PETTERSSON,20242025,VAN,,,,,,,,,,,,,,,,,,
8477967,https://assets.nhle.com/mugs/nhl/20242025/VAN/8477967.png,35.0,G,L,76,192,193,87,1995-12-08,USA,Thatcher,Demko,San Diego,CA,,,,,,,,,G,THATCHER DEMKO,20242025,VAN,,,,,,,,,,,,,,,,,,
8480947,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480947.png,32.0,G,L,74,190,188,86,1995-04-28,FIN,Kevin,Lankinen,Helsinki,,Helsinky,,,,Helsinky,Helsingfors,,,G,KEVIN LANKINEN,20242025,VAN,,,,,,,,,,,,,,,,,,
8481668,https://assets.nhle.com/mugs/nhl/20242025/VAN/8481668.png,31.0,G,L,76,203,193,92,2001-03-22,LVA,Arturs,Silovs,Riga,,,,Riika,,,,Šilovs,Šilovs,G,ARTURS SILOVS,20242025,VAN,,,,,,,,,,,,,,,,,,
8474150,https://assets.nhle.com/mugs/nhl/20242025/CGY/8474150.png,11.0,C,L,72,206,183,93,1989-03-17,SWE,Mikael,Backlund,Vasteras,,Västeras,,Västerås,,Västeras,Västerås,,,F,MIKAEL BACKLUND,20242025,CGY,,,,,,,,,,,,,,,,,,
8476399,https://assets.nhle.com/mugs/nhl/20242025/CGY/8476399.png,20.0,L,L,71,199,180,90,1991-11-28,USA,Blake,Coleman,Plano,TX,,,,,,,,,F,BLAKE COLEMAN,20242025,CGY,,,,,,,,,,,,,,,,,,
8482679,https://assets.nhle.com/mugs/nhl/20242025/CGY/8482679.png,27.0,R,R,70,183,178,83,2002-11-14,USA,Matt,Coronato,Greenlawn,NY,,,,,,,,,F,MATT CORONATO,20242025,CGY,,,,,,,,,,,,,,,,,,
8480797,https://assets.nhle.com/mugs/nhl/20242025/CGY/8480797.png,86.0,L,L,72,186,183,84,2000-02-25,USA,Joel,Farabee,Syracuse,NY,,,,,,,,,F,JOEL FARABEE,20242025,CGY,,,,,,,,,,,,,,,,,,
8480028,https://assets.nhle.com/mugs/nhl/20242025/CGY/8480028.png,16.0,C,L,72,193,183,88,1999-05-14,CAN,Morgan,Frost,Aurora,ON,,,,,,,,,F,MORGAN FROST,20242025,CGY,,,,,,,,,,,,,,,,,,
8476456,https://assets.nhle.com/mugs/nhl/20242025/CGY/8476456.png,10.0,L,L,73,200,185,91,1993-06-04,CAN,Jonathan,Huberdeau,Saint-Jerome,QC,,,,Saint-Jérome,,,,,F,JONATHAN HUBERDEAU,20242025,CGY,,,,,,,,,,,,,,,,,,
8478211,https://assets.nhle.com/mugs/nhl/20242025/CGY/8478211.png,15.0,L,L,72,193,183,88,1995-11-24,CAN,Dryden,Hunt,Cranbrook,BC,,,,,,,,,F,DRYDEN HUNT,20242025,CGY,,,,,,,,,,,,,,,,,,
8475172,https://assets.nhle.com/mugs/nhl/20242025/CGY/8475172.png,91.0,C,L,72,185,183,84,1990-10-06,CAN,Nazem,Kadri,London,ON,,,,,Londýn,,,,F,NAZEM KADRI,20242025,CGY,,,,,,,,,,,,,,,,,,
8477993,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477993.png,58.0,C,L,75,183,191,83,1996-08-02,CAN,Justin,Kirkland,Winnipeg,MB,,,,,,,,,F,JUSTIN KIRKLAND,20242025,CGY,,,,,,,,,,,,,,,,,,
8483609,https://assets.nhle.com/mugs/nhl/20242025/CGY/8483609.png,43.0,R,R,80,235,203,107,2000-09-14,CZE,Adam,Klapka,Praha,,,,,,,,,,F,ADAM KLAPKA,20242025,CGY,,,,,,,,,,,,,,,,,,
8479066,https://assets.nhle.com/mugs/nhl/20242025/CGY/8479066.png,70.0,L,L,69,184,175,83,1994-12-09,CAN,Ryan,Lomberg,Richmond Hill,ON,,,,,,,,,F,RYAN LOMBERG,20242025,CGY,,,,,,,,,,,,,,,,,,
8477511,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477511.png,39.0,R,L,77,234,196,106,1994-09-16,CAN,Anthony,Mantha,Longueuil,QC,,,,,,,,,F,ANTHONY MANTHA,20242025,CGY,,,,,,,,,,,,,,,,,,
8481028,https://assets.nhle.com/mugs/nhl/20242025/CGY/8481028.png,76.0,C,L,74,173,188,78,1999-11-19,SVK,Martin,Pospisil,Zvolen,,,,,,,,Pospíšil,Pospíšil,F,MARTIN POSPISIL,20242025,CGY,,,,,,,,,,,,,,,,,,
8479291,https://assets.nhle.com/mugs/nhl/20242025/CGY/8479291.png,21.0,C,L,74,190,188,86,1993-05-21,USA,Kevin,Rooney,Canton,MA,,,,,,,,,F,KEVIN ROONEY,20242025,CGY,,,,,,,,,,,,,,,,,,
8481068,https://assets.nhle.com/mugs/nhl/20242025/CGY/8481068.png,17.0,C,L,74,196,188,89,1998-06-06,BLR,Yegor,Sharangovich,Minsk,,,,,,,,Šarangovič,Šarangovič,F,YEGOR SHARANGOVICH,20242025,CGY,,Jegor,Jegor,,,Sharanhovitsh,Jahor,,,,,,JEGOR SHARANGOVICH,,,JAHOR SHARANGOVICH,JEGOR SHARANGOVICH,
8482074,https://assets.nhle.com/mugs/nhl/20242025/CGY/8482074.png,47.0,C,L,72,178,183,81,2001-09-25,CAN,Connor,Zary,Saskatoon,SK,,,,,,,,,F,CONNOR ZARY,20242025,CGY,,,,,,,,,,,,,,,,,,
8478397,https://assets.nhle.com/mugs/nhl/20242025/CGY/8478397.png,4.0,D,R,73,202,185,92,1996-10-27,SWE,Rasmus,Andersson,Malmo,,,,,,,,,,D,RASMUS ANDERSSON,20242025,CGY,,,,,,,,,,,,,,,,,,
8480860,https://assets.nhle.com/mugs/nhl/20242025/CGY/8480860.png,7.0,D,L,78,230,198,104,2000-06-27,CAN,Kevin,Bahl,New Westminster,BC,,,,,,,,,D,KEVIN BAHL,20242025,CGY,,,,,,,,,,,,,,,,,,
8479402,https://assets.nhle.com/mugs/nhl/20242025/CGY/8479402.png,24.0,D,L,73,191,185,87,1998-06-09,CAN,Jake,Bean,Calgary,AB,,,,,,,,,D,JAKE BEAN,20242025,CGY,,,,,,,,,,,,,,,,,,
8477810,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477810.png,44.0,D,L,71,186,180,84,1991-06-08,CAN,Joel,Hanley,Keswick,ON,,,,,,,,,D,JOEL HANLEY,20242025,CGY,,,,,,,,,,,,,,,,,,
8482624,https://assets.nhle.com/mugs/nhl/20242025/CGY/8482624.png,62.0,D,R,76,207,193,94,1997-07-11,RUS,Daniil,Miromanov,Moscow,,Moskva,Moskau,Moskova,Moscou,Moskva,Moskva,,,D,DANIIL MIROMANOV,20242025,CGY,,,,,,,,,,,,,,,,,,
8481167,https://assets.nhle.com/mugs/nhl/20242025/CGY/8481167.png,94.0,D,R,74,202,188,92,1999-08-23,CAN,Brayden,Pachal,Estevan,SK,,,,,,,,,D,BRAYDEN PACHAL,20242025,CGY,,,,,,,,,,,,,,,,,,
8482470,https://assets.nhle.com/mugs/nhl/20242025/CGY/8482470.png,98.0,D,L,75,208,191,94,2000-07-20,BLR,Ilya,Solovyov,Mogilev,,,,,,,,,,D,ILYA SOLOVYOV,20242025,CGY,,,,,,,,,,,,,,,,,,
8477346,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477346.png,52.0,D,R,72,206,183,93,1994-01-07,CAN,MacKenzie,Weegar,Ottawa,ON,,,,,,,,,D,MACKENZIE WEEGAR,20242025,CGY,,,,,,,,,,,,,,,,,,
8478435,https://assets.nhle.com/mugs/nhl/20242025/CGY/8478435.png,80.0,G,L,77,209,196,95,1997-08-20,CZE,Dan,Vladar,Prague,,Praha,Prag,Praha,,Praha,Prag,Vladař,Vladař,G,DAN VLADAR,20242025,CGY,,,,,,,,,,,,,,,,,,
8481692,https://assets.nhle.com/mugs/nhl/20242025/CGY/8481692.png,32.0,G,L,72,166,183,75,2001-04-16,USA,Dustin,Wolf,Gilroy,CA,,,,,,,,,G,DUSTIN WOLF,20242025,CGY,,,,,,,,,,,,,,,,,,
8477964,https://assets.nhle.com/mugs/nhl/20242025/VGK/8477964.png,49.0,C,L,72,203,183,92,1995-12-14,RUS,Ivan,Barbashev,Moscow,,Moskva,Moskau,Moskova,Moscou,Moskva,Moskva,Barbašev,Barbašev,F,IVAN BARBASHEV,20242025,VGK,,,,,,Barbashov,,,,,,,,,,,,
8481604,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481604.png,16.0,L,L,73,194,185,88,2000-10-26,RUS,Pavel,Dorofeyev,Nizhny Tagil,,Nižnij Tagil,,Nizhni Tagil,,Nižnij Tagil,,Dorofejev,Dorofejev,F,PAVEL DOROFEYEV,20242025,VGK,,,,,,Dorofejev,,,,,,,,,,,,
8478403,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478403.png,9.0,C,R,74,206,188,93,1996-10-28,USA,Jack,Eichel,North Chelmsford,MA,,,,,,,,,F,JACK EICHEL,20242025,VGK,,,,,,,,,,,,,,,,,,
8476881,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476881.png,48.0,C,L,75,220,191,100,1993-11-12,CZE,Tomas,Hertl,Praha,,,,,,,,,,F,TOMAS HERTL,20242025,VGK,,Tomáš,Tomáš,,,,,,,,,,TOMÁŠ HERTL,,,,TOMÁŠ HERTL,
8479353,https://assets.nhle.com/mugs/nhl/20242025/VGK/8479353.png,21.0,C,L,74,201,188,91,1998-03-29,CAN,Brett,Howden,Calgary,AB,,,,,,,,,F,BRETT HOWDEN,20242025,VGK,,,,,,,,,,,,,,,,,,
8476448,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476448.png,71.0,C,L,72,190,183,86,1993-01-08,SWE,William,Karlsson,Marsta,,Märsta,,Märsta,,Märsta,Märsta,,,F,WILLIAM KARLSSON,20242025,VGK,,,,,,,,,,,,,,,,,,
8478434,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478434.png,55.0,R,R,74,216,188,98,1997-04-08,CAN,Keegan,Kolesar,Brandon,MB,,,,,,,,,F,KEEGAN KOLESAR,20242025,VGK,,,,,,,,,,,,,,,,,,
8481534,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481534.png,36.0,C,R,76,215,193,98,2000-09-25,CAN,Raphael,Lavoie,Chambly,QC,,,,,,,,,F,RAPHAEL LAVOIE,20242025,VGK,,,,,,,,,,,,,,,,,,
8478109,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478109.png,95.0,R,L,71,180,180,82,1995-07-18,SWE,Victor,Olofsson,Ornskoldsvik,,Örnsköldsvik,,Örnsköldsvik,,Örnsköldsvik,Örnsköldsvik,,,F,VICTOR OLOFSSON,20242025,VGK,,,,,,,,,,,,,,,,,,
8476871,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476871.png,70.0,L,L,73,207,185,94,1992-08-10,CAN,Tanner,Pearson,Kitchener,ON,,,,,,,,,F,TANNER PEARSON,20242025,VGK,,,,,,,,,,,,,,,,,,
8478462,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478462.png,10.0,C,R,76,201,193,91,1997-02-05,CAN,Nicolas,Roy,Amos,QC,,,,,,,,,F,NICOLAS ROY,20242025,VGK,,,,,,,,,,,,,,,,,,
8476438,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476438.png,20.0,L,L,73,215,185,98,1992-10-27,USA,Brandon,Saad,Pittsburgh,PA,,,,,,,,,F,BRANDON SAAD,20242025,VGK,,,,,,,,,,,,,,,,,,
8481655,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481655.png,22.0,R,R,74,203,188,92,2001-04-25,CAN,Cole,Schwindt,Kitchener,ON,,,,,,,,,F,COLE SCHWINDT,20242025,VGK,,,,,,,,,,,,,,,,,,
8475191,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475191.png,19.0,R,L,73,185,185,84,1991-04-01,CAN,Reilly,Smith,Mimico,ON,,,,,,,,,F,REILLY SMITH,20242025,VGK,,,,,,,,,,,,,,,,,,
8475913,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475913.png,61.0,R,R,75,210,191,95,1992-05-13,CAN,Mark,Stone,Winnipeg,MB,,,,,,,,,F,MARK STONE,20242025,VGK,,,,,,,,,,,,,,,,,,
8479980,https://assets.nhle.com/mugs/nhl/20242025/VGK/8479980.png,14.0,D,L,78,245,198,111,1998-12-05,CAN,Nicolas,Hague,Kitchener,ON,,,,,,,,,D,NICOLAS HAGUE,20242025,VGK,,,,,,,,,,,,,,,,,,
8478396,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478396.png,15.0,D,L,75,206,191,93,1997-01-25,USA,Noah,Hanifin,Boston,MA,,,,,,,,,D,NOAH HANIFIN,20242025,VGK,,,,,,,,,,,,,,,,,,
8477018,https://assets.nhle.com/mugs/nhl/20242025/VGK/8477018.png,17.0,D,L,75,209,191,95,1993-04-20,CAN,Ben,Hutton,Brockville,ON,,,,,,,,,D,BEN HUTTON,20242025,VGK,,,,,,,,,,,,,,,,,,
8481527,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481527.png,6.0,D,R,75,203,191,92,2001-01-29,CAN,Kaedan,Korczak,Yorkton,SK,,,,,,,,,D,KAEDAN KORCZAK,20242025,VGK,,,,,,,,,,,,,,,,,,
8475188,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475188.png,3.0,D,L,76,215,193,98,1991-01-21,CAN,Brayden,McNabb,Davidson,SK,,,,,,,,,D,BRAYDEN MCNABB,20242025,VGK,,,,,,,,,,,,,,,,,,
8474565,https://assets.nhle.com/mugs/nhl/20242025/VGK/8474565.png,7.0,D,R,75,215,191,98,1990-01-18,CAN,Alex,Pietrangelo,King City,ON,,,,,,,,,D,ALEX PIETRANGELO,20242025,VGK,,,,,,,,,,,,,,,,,,
8477447,https://assets.nhle.com/mugs/nhl/20242025/VGK/8477447.png,27.0,D,L,74,197,188,89,1995-08-03,CAN,Shea,Theodore,Aldergrove,BC,,,,,,,,,D,SHEA THEODORE,20242025,VGK,,,,,,,,,,,,,,,,,,
8480727,https://assets.nhle.com/mugs/nhl/20242025/VGK/8480727.png,2.0,D,R,74,210,188,95,1996-11-28,CAN,Zach,Whitecloud,Brandon,MB,,,,,,,,,D,ZACH WHITECLOUD,20242025,VGK,,,,,,,,,,,,,,,,,,
8478499,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478499.png,33.0,G,L,76,215,193,98,1996-05-11,CAN,Adin,Hill,Comox,BC,,,,,,,,,G,ADIN HILL,20242025,VGK,,,,,,,,,,,,,,,,,,
8478492,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478492.png,35.0,G,L,75,208,191,94,1997-02-22,RUS,Ilya,Samsonov,Magnitogorsk,,,,,,,,,,G,ILYA SAMSONOV,20242025,VGK,,Ilja,Iľja,,,,Ilja,,,,,,ILJA SAMSONOV,,,ILJA SAMSONOV,IĽJA SAMSONOV,
8479525,https://assets.nhle.com/mugs/nhl/20242025/COL/8479525.png,20.0,C,L,72,194,183,88,1996-09-11,USA,Ross,Colton,Robbinsville,NJ,,,,,,,,,F,ROSS COLTON,20242025,COL,,,,,,,,,,,,,,,,,,
8475745,https://assets.nhle.com/mugs/nhl/20242025/COL/8475745.png,10.0,C,R,75,215,191,98,1992-03-02,USA,Charlie,Coyle,East Weymouth,MA,,,,,,,,,F,CHARLIE COYLE,20242025,COL,,,,,,,,,,,,,,,,,,
8477494,https://assets.nhle.com/mugs/nhl/20242025/COL/8477494.png,27.0,L,L,71,198,180,90,1995-03-28,CAN,Jonathan,Drouin,Ste-Agathe,QC,,,,,,,,,F,JONATHAN DROUIN,20242025,COL,,,,,,,,,,,,,,,,,,
8480835,https://assets.nhle.com/mugs/nhl/20242025/COL/8480835.png,18.0,C,L,71,186,180,84,2000-02-03,USA,Jack,Drury,New York,NY,,,,,,,,,F,JACK DRURY,20242025,COL,,,,,,,,,,,,,,,,,,
8480448,https://assets.nhle.com/mugs/nhl/20242025/COL/8480448.png,17.0,C,L,73,185,185,84,1999-05-14,CAN,Parker,Kelly,Camrose,AB,,,,,,,,,F,PARKER KELLY,20242025,COL,,,,,,,,,,,,,,,,,,
8481641,https://assets.nhle.com/mugs/nhl/20242025/COL/8481641.png,94.0,L,L,71,185,180,84,1996-03-23,FIN,Joel,Kiviranta,Vantaa,,,,,,,Vanda,,,F,JOEL KIVIRANTA,20242025,COL,,,,,,,,,,,,,,,,,,
8477476,https://assets.nhle.com/mugs/nhl/20242025/COL/8477476.png,62.0,L,L,71,179,180,81,1995-07-04,FIN,Artturi,Lehkonen,Piikkio,,Piikkiö,,Piikkiö,,Piikkiö,Piikkiö,,,F,ARTTURI LEHKONEN,20242025,COL,,,,,,,,,,,,,,,,,,
8477492,https://assets.nhle.com/mugs/nhl/20242025/COL/8477492.png,29.0,C,R,72,200,183,91,1995-09-01,CAN,Nathan,MacKinnon,Halifax,NS,,,,,,,,,F,NATHAN MACKINNON,20242025,COL,,,,,,,,,,,,,,,,,,
8480039,https://assets.nhle.com/mugs/nhl/20242025/COL/8480039.png,88.0,C,R,75,195,191,88,1999-01-15,CZE,Martin,Necas,Nove Mesto na Morave,,,,,,,,Nečas,Nečas,F,MARTIN NECAS,20242025,COL,,,,,,,,,,,,,,,,,,
8475754,https://assets.nhle.com/mugs/nhl/20242025/COL/8475754.png,11.0,C,L,76,205,193,93,1991-10-15,USA,Brock,Nelson,Warroad,MN,,,,,,,,,F,BROCK NELSON,20242025,COL,,,,,,,,,,,,,,,,,,
8477501,https://assets.nhle.com/mugs/nhl/20242025/COL/8477501.png,13.0,R,L,76,210,193,95,1995-03-04,RUS,Valeri,Nichushkin,Chelyabinsk,,Čeljabinsk,,Tsheljabinsk,,Čeljabinsk,,Ničuškin,Ničuškin,F,VALERI NICHUSHKIN,20242025,COL,,Valerij,Valerij,,,Nitshushkin,,,,,,,VALERIJ NICHUSHKIN,,,,VALERIJ NICHUSHKIN,
8481186,https://assets.nhle.com/mugs/nhl/20242025/COL/8481186.png,25.0,R,R,72,175,183,79,1996-08-14,USA,Logan,O'Connor,Missouri City,TX,,,,,,,,,F,LOGAN O'CONNOR,20242025,COL,,,,,,,,,,,,,,,,,,
8476918,https://assets.nhle.com/mugs/nhl/20242025/COL/8476918.png,26.0,L,L,74,203,188,92,1993-05-26,USA,Jimmy,Vesey,Boston,MA,,,,,,,,,F,JIMMY VESEY,20242025,COL,,,,,,,,,,,,,,,,,,
8477425,https://assets.nhle.com/mugs/nhl/20242025/COL/8477425.png,28.0,L,L,74,195,188,88,1995-09-13,USA,Miles,Wood,Buffalo,NY,,,,,,,,,F,MILES WOOD,20242025,COL,,,,,,,,,,,,,,,,,,
8479398,https://assets.nhle.com/mugs/nhl/20242025/COL/8479398.png,49.0,D,L,70,170,178,77,1998-05-12,CAN,Samuel,Girard,Roberval,QC,,,,,,,,,D,SAMUEL GIRARD,20242025,COL,,,,,,,,,,,,,,,,,,
8473446,https://assets.nhle.com/mugs/nhl/20242025/COL/8473446.png,6.0,D,R,76,225,193,102,1988-03-21,USA,Erik,Johnson,Bloomington,MN,,,,,,,,,D,ERIK JOHNSON,20242025,COL,,,,,,,,,,,,,,,,,,
8479324,https://assets.nhle.com/mugs/nhl/20242025/COL/8479324.png,55.0,D,L,72,194,183,88,1998-02-11,USA,Ryan,Lindgren,Burnsville,MN,,,,,,,,,D,RYAN LINDGREN,20242025,COL,,,,,,,,,,,,,,,,,,
8480069,https://assets.nhle.com/mugs/nhl/20242025/COL/8480069.png,8.0,D,R,72,187,183,85,1998-10-30,CAN,Cale,Makar,Calgary,AB,,,,,,,,,D,CALE MAKAR,20242025,COL,,,,,,,,,,,,,,,,,,
8484258,https://assets.nhle.com/mugs/nhl/20242025/COL/8484258.png,70.0,D,R,71,190,180,86,1998-07-27,USA,Sam,Malinski,Lakeville,MN,,,,,,,,,D,SAM MALINSKI,20242025,COL,,,,,,,,,,,,,,,,,,
8476312,https://assets.nhle.com/mugs/nhl/20242025/COL/8476312.png,42.0,D,R,75,218,191,99,1991-10-07,USA,Josh,Manson,Hinsdale,IL,,,,,,,,,D,JOSH MANSON,20242025,COL,,,,,,,,,,,,,,,,,,
8479387,https://assets.nhle.com/mugs/nhl/20242025/COL/8479387.png,67.0,D,L,78,240,198,109,1998-02-10,CAN,Keaton,Middleton,Edmonton,AB,,,,,,,,,D,KEATON MIDDLETON,20242025,COL,,,,,,,,,,,,,,,,,,
8478038,https://assets.nhle.com/mugs/nhl/20242025/COL/8478038.png,7.0,D,L,73,191,185,87,1994-02-21,CAN,Devon,Toews,Abbotsford,BC,,,,,,,,,D,DEVON TOEWS,20242025,COL,,,,,,,,,,,,,,,,,,
8478406,https://assets.nhle.com/mugs/nhl/20242025/COL/8478406.png,39.0,G,L,76,225,193,102,1996-12-09,CAN,Mackenzie,Blackwood,Thunder Bay,ON,,,,,,,,,G,MACKENZIE BLACKWOOD,20242025,COL,,,,,,,,,,,,,,,,,,
8475809,https://assets.nhle.com/mugs/nhl/20242025/COL/8475809.png,41.0,G,L,74,201,188,91,1992-08-14,CAN,Scott,Wedgewood,Brampton,ON,,,,,,,,,G,SCOTT WEDGEWOOD,20242025,COL,,,,,,,,,,,,,,,,,,
8482124,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482124.png,55.0,R,L,77,225,196,102,2002-08-19,CAN,Quinton,Byfield,Newmarket,ON,,,,,,,,,F,QUINTON BYFIELD,20242025,LAK,,,,,,,,,,,,,,,,,,
